88,46,N,12301568,12.301568
89,9,N,12225200,12.2252
49,493,Y,12219552,12.219552
585,60,Y,12214731,12.214730999999999
55,544,Y,12092352,12.092352
44,53,N,12077152,12.077152
22,13,N,11967296,11.967296
11,41,N,11776064,11.776064
41,434,Y,11718464,11.718464
98,96,N,11558304,11.558304
44,455,Y,11553792,11.553792
64,617,Y,11546336,11.546336
61,593,Y,11539152,11.539152
52,523,Y,11533728,11.533728
648,68,Y,11459616,11.459616
10,184,Y,11420672,11.420672
5,10,N,11403312,11.403312
41,78,N,11374976,11.374976
77,35,N,11360448,11.360448
22,90,N,11330144,11.330144
22,283,Y,11317952,11.317952
59,23,N,11298816,11.298816
58,48,N,11282976,11.282976
46,28,N,11170944,11.170943999999999
94,81,N,11166720,11.16672
580,60,Y,11152164,11.152164
493,49,Y,11148745,11.148745
461,45,Y,11096864,11.096864
566,58,Y,11062304,11.062304000000001
276,22,Y,11054656,11.054656
96,870,Y,11028928,11.028928
85,785,Y,11002944,11.002944000000001
88,811,Y,10961824,10.961824
59,10,N,10958673,10.958673
41,433,Y,10946313,10.946313
185,10,Y,10943008,10.943008
20,262,Y,10904074,10.904074
497,49,Y,10900190,10.90019
53,44,N,10877376,10.877376
42,20,N,10864992,10.864991999999999
68,61,N,10838944,10.838944
85,88,N,10766217,10.766217000000001
81,748,Y,10758816,10.758816
432,41,Y,10700768,10.700768
260,20,Y,10671840,10.671840000000001
81,88,N,10659744,10.659744
491,48,Y,10655552,10.655552
87,11,N,10645824,10.645824
84,779,Y,10643872,10.643872
45,463,Y,10628416,10.628416
54,55,N,10618208,10.618208
58,570,Y,10616480,10.616480000000001
10,183,Y,10612224,10.612224000000001
180,10,Y,10588768,10.588768
74,20,N,10563168,10.563168000000001
429,41,Y,10528448,10.528448
147,5,Y,10517760,10.517759999999999
544,55,Y,10516256,10.516256
1,46,N,10509760,10.50976
773,84,Y,10493664,10.493663999999999
712,76,Y,10491552,10.491552
9,2,N,10482688,10.482688
10,99,N,10449504,10.449504
13,55,N,10441152,10.441151999999999
90,18,N,10378656,10.378656
431,41,Y,10366142,10.366142
96,21,N,10353120,10.35312
315,26,Y,10343872,10.343872
71,76,N,10263728,10.263728
46,88,N,10174464,10.174464
26,74,N,10164416,10.164416
18,90,N,10114592,10.114592
52,517,Y,10090528,10.090528
286,23,Y,10057824,10.057824
57,26,N,10055520,10.05552
38,60,N,10049600,10.0496
379,34,Y,9993504,9.993504
20,74,N,9854816,9.854816
20,89,N,9848242,9.848242
61,588,Y,9843700,9.8437
46,91,N,9835520,9.83552
377,34,Y,9821728,9.821728
29,58,N,9762128,9.762128
21,5,N,9761856,9.761856
16,48,N,9719136,9.719136
76,16,N,9672064,9.672063999999999
96,873,Y,9635872,9.635871999999999
94,52,N,9635456,9.635456000000001
5,147,Y,9629856,9.629856
88,85,N,9593216,9.593216
54,5,N,9587616,9.587616
15,1,N,9569344,9.569344000000001
57,48,N,9545632,9.545632
26,92,N,9534080,9.53408
26,315,Y,9511680,9.51168
873,96,Y,9411584,9.411584000000001
868,96,Y,9349952,9.349952
20,266,Y,9265760,9.26576
808,88,Y,9240640,9.240639999999999
19,9,N,9236992,9.236991999999999
24,41,N,9232384,9.232384
6,34,N,9120416,9.120416
84,54,N,9106784,9.106784
372,34,Y,9073984,9.073984
18,251,Y,9065376,9.065376
53,52,N,9048992,9.048992
74,53,N,9043904,9.043904
58,96,N,9002528,9.002528
484,48,Y,8986016,8.986016
470,46,Y,8981856,8.981856
374,34,Y,8973952,8.973952
66,34,N,8966272,8.966272
13,22,N,8951904,8.951903999999999
799,87,Y,8938080,8.93808
313,26,Y,8902944,8.902944
569,58,Y,8902808,8.902808
49,83,N,8881152,8.881152
99,29,N,8875680,8.87568
18,245,Y,8874496,8.874496
94,17,N,8870016,8.870016
9,173,Y,8864944,8.864944
23,72,N,8854272,8.854272
750,81,Y,8851744,8.851744
26,34,N,8848576,8.848576
72,52,N,8838560,8.83856
521,52,Y,8838496,8.838496
19,55,N,8830240,8.83024
2,49,N,8813056,8.813056
44,456,Y,8810816,8.810816
73,66,N,8809344,8.809344
84,24,N,8807232,8.807231999999999
26,312,Y,8792832,8.792832
466,45,Y,8791136,8.791136
20,265,Y,8790304,8.790304
46,37,N,8787776,8.787776
74,64,N,8783872,8.783871999999999
96,98,N,8780224,8.780224
375,34,Y,8778592,8.778592
49,497,Y,8770336,8.770335999999999
64,614,Y,8769984,8.769984000000001
23,18,N,8743488,8.743488000000001
14,22,N,8724512,8.724511999999999
99,34,N,8723936,8.723936
589,61,Y,8718592,8.718592
267,20,Y,8707424,8.707424
174,9,Y,8699552,8.699552
35,42,N,8695904,8.695904
78,38,N,8695904,8.695904
522,52,Y,8674208,8.674208
73,41,N,8585312,8.585312
23,28,N,8578558,8.578558
81,755,Y,8452992,8.452992
90,96,N,8409152,8.409152
58,29,N,8349284,8.349283999999999
246,18,Y,8284576,8.284576000000001
90,22,N,8277568,8.277568
872,96,Y,8207712,8.207712
71,81,N,8131678,8.131678
0,61,N,8108920,8.10892
487,48,Y,8081087,8.081087
9,4,N,8076896,8.076896
787,85,Y,8050293,8.050293
50,87,N,7882720,7.88272
87,9,N,7881312,7.881312
86,10,N,7836992,7.8369919999999995
20,263,Y,7754951,7.754951
64,6,N,7735328,7.735328
38,76,N,7534204,7.534204
28,23,N,7521083,7.521083000000001
4,64,N,7472064,7.4720640000000005
619,64,Y,7440224,7.440224
752,81,Y,7323552,7.323551999999999
23,287,Y,7321815,7.321815
874,96,Y,7309252,7.309251999999999
378,34,Y,7268352,7.268352
48,487,Y,7225475,7.225475
618,64,Y,7215008,7.215008000000001
433,41,Y,7167712,7.167712
60,34,N,7069056,7.069056
44,67,N,7065856,7.065855999999999
181,10,Y,7036409,7.036409000000001
97,0,N,7006492,7.006492000000001
96,97,N,7005504,7.005504
781,85,Y,7002144,7.002144
5,21,N,6989536,6.989536
593,61,Y,6971936,6.9719359999999995
73,49,N,6952064,6.952063999999999
10,185,Y,6942720,6.94272
96,19,N,6939424,6.939424
61,53,N,6916192,6.916192000000001
58,50,N,6788896,6.788895999999999
784,85,Y,6761086,6.761086
15,13,N,6748303,6.748303
44,65,N,6728704,6.7287040000000005
52,520,Y,6685888,6.685887999999999
871,96,Y,6661600,6.661599999999999
59,81,N,6621504,6.621504
23,288,Y,6587264,6.587263999999999
44,25,N,6574528,6.574528
70,44,N,6553312,6.553312
499,49,Y,6533504,6.533504
261,20,Y,6495808,6.495808
84,774,Y,6474368,6.474368
49,495,Y,6458304,6.458303999999999
9,179,Y,6452896,6.452896
65,44,N,6450976,6.450976
77,58,N,6428352,6.428351999999999
10,187,Y,6423296,6.423296000000001
60,582,Y,6371904,6.371904000000001
34,66,N,6371328,6.371328
77,720,Y,6352672,6.352671999999999
87,28,N,6349408,6.3494079999999995
81,749,Y,6346880,6.3468800000000005
649,68,Y,6328209,6.328209
44,458,Y,6311296,6.311296
55,76,N,6308736,6.308736
46,53,N,6298944,6.298944
28,46,N,6287840,6.28784
96,90,N,6252416,6.252415999999999
811,88,Y,6210016,6.210016
96,66,N,6187552,6.187552
55,545,Y,6186246,6.186246
41,430,Y,6172736,6.1727360000000004
61,595,Y,6093344,6.093344
88,808,Y,6088832,6.088832
57,49,N,6076320,6.07632
87,22,N,6076192,6.076192
45,461,Y,6072672,6.072672
20,88,N,6055392,6.055391999999999
34,379,Y,5993408,5.9934080000000005
4,88,N,5935392,5.935391999999999
60,38,N,5932992,5.9329920000000005
96,871,Y,5926650,5.92665
55,13,N,5835168,5.835168
68,12,N,5824352,5.824352
806,88,Y,5792752,5.792752
85,45,N,5753248,5.753247999999999
288,23,Y,5747168,5.747167999999999
44,64,N,5689472,5.689472
782,85,Y,5662176,5.662176
20,6,N,5638688,5.638688
85,782,Y,5637984,5.637984
718,77,Y,5576992,5.576992
12,48,N,5564384,5.564384
177,9,Y,5561248,5.561248
490,48,Y,5541696,5.541696
71,23,N,5524096,5.524096
144,5,Y,5520294,5.520294
278,22,Y,5505440,5.50544
76,711,Y,5489522,5.489522
67,55,N,5481376,5.481376
10,186,Y,5474368,5.474368
87,798,Y,5469472,5.4694720000000006
81,28,N,5468288,5.468288
21,96,N,5422432,5.422432
4,10,N,5392128,5.3921280000000005
89,20,N,5384896,5.384896
55,541,Y,5363008,5.363008
48,16,N,5339616,5.3396159999999995
797,87,Y,5296896,5.296896
25,77,N,5295456,5.295456
52,86,N,5293792,5.293792
9,48,N,5276559,5.276559
54,84,N,5239712,5.239712
710,76,Y,5239648,5.239648
65,18,N,5236064,5.236064
45,7,N,5165632,5.165632
88,20,N,5159104,5.159104
60,59,N,5132192,5.132192
28,81,N,5104064,5.104064
76,55,N,5082352,5.082351999999999
58,569,Y,5066784,5.066784
59,49,N,5063488,5.063488
96,872,Y,5055616,5.0556160000000006
12,7,N,5049760,5.04976
10,4,N,5038048,5.038048
81,752,Y,5019456,5.019456
76,38,N,4964864,4.964864
520,52,Y,4933792,4.933792
87,803,Y,4917238,4.917238
723,77,Y,4914816,4.914816
53,68,N,4905632,4.905632
16,44,N,4868352,4.868352
43,55,N,4849568,4.849568
60,583,Y,4843808,4.843808
22,43,N,4835552,4.835552
753,81,Y,4825760,4.82576
68,651,Y,4822208,4.822208
4,9,N,4810507,4.810507
49,498,Y,4805632,4.805632
18,11,N,4800640,4.80064
469,46,Y,4784384,4.784384
22,276,Y,4774364,4.774363999999999
498,49,Y,4757536,4.757536
79,87,N,4753504,4.753504
651,68,Y,4750016,4.750016
76,713,Y,4746448,4.746448
77,723,Y,4722720,4.72272
76,40,N,4709338,4.709338
22,87,N,4681504,4.681504
48,9,N,4680416,4.680416
475,46,Y,4640256,4.640256
86,17,N,4624096,4.624096
571,58,Y,4607008,4.6070079999999995
81,86,N,4602240,4.60224
88,807,Y,4594208,4.594208
41,435,Y,4576224,4.576224
568,58,Y,4573280,4.57328
88,79,N,4560608,4.560608
53,46,N,4557760,4.55776
786,85,Y,4548512,4.548512
141,5,Y,4540384,4.540384
66,73,N,4539328,4.539328
17,18,N,4537024,4.537024
19,82,N,4536224,4.536224
95,5,N,4533504,4.533504
16,87,N,4518368,4.518368
45,56,N,4513920,4.51392
44,16,N,4511584,4.511584
60,586,Y,4508128,4.508128
68,644,Y,4498656,4.498656
84,777,Y,4479296,4.479296
87,801,Y,4462976,4.462975999999999
459,44,Y,4460128,4.460128
55,540,Y,4433600,4.4336
14,84,N,4432608,4.432608
76,715,Y,4428128,4.428128
82,18,N,4427680,4.42768
13,95,N,4426816,4.4268160000000005
34,42,N,4423520,4.42352
34,26,N,4397664,4.397664
3,12,N,4391840,4.39184
55,546,Y,4378944,4.378944
16,59,N,4374400,4.3744
56,89,N,4374400,4.3744
247,18,Y,4372544,4.3725439999999995
613,64,Y,4366336,4.3663359999999996
85,780,Y,4362976,4.362976
29,99,N,4362112,4.362112
86,83,N,4357920,4.35792
66,71,N,4353760,4.35376
40,89,N,4351744,4.351744
38,99,N,4348096,4.348096
42,70,N,4348096,4.348096
98,15,N,4348096,4.348096
58,41,N,4338592,4.338592
66,68,N,4270112,4.270112
266,20,Y,4241664,4.241664
584,60,Y,4219488,4.219488
22,279,Y,4186720,4.18672
565,58,Y,4157032,4.157032
88,41,N,4124709,4.124709
64,619,Y,4095936,4.095936
64,49,N,4092544,4.092544
77,23,N,3989248,3.989248
29,22,N,3964448,3.9644480000000004
68,650,Y,3918432,3.918432
98,48,N,3911296,3.911296
22,278,Y,3897344,3.897344
48,58,N,3882560,3.8825600000000002
5,140,Y,3848128,3.848128
36,88,N,3826528,3.8265279999999997
46,472,Y,3798304,3.7983040000000003
182,10,Y,3771232,3.771232
3,76,N,3741373,3.741373
74,26,N,3734912,3.734912
49,494,Y,3732672,3.732672
471,46,Y,3703808,3.703808
94,45,N,3646688,3.646688
40,76,N,3635286,3.6352860000000002
84,61,N,3629088,3.629088
10,59,N,3617792,3.617792
567,58,Y,3615392,3.615392
617,64,Y,3586144,3.586144
87,802,Y,3568832,3.5688320000000004
20,40,N,3555578,3.555578
23,286,Y,3545536,3.545536
285,23,Y,3541378,3.541378
523,52,Y,3533632,3.533632
48,19,N,3487515,3.487515
10,98,N,3483616,3.4836159999999996
251,18,Y,3457472,3.457472
55,52,N,3437088,3.437088
19,45,N,3427232,3.427232
61,590,Y,3413294,3.413294
46,470,Y,3398048,3.398048
81,754,Y,3375904,3.375904
73,4,N,3372774,3.3727739999999997
18,248,Y,3360544,3.360544
774,84,Y,3353888,3.353888
24,34,N,3333984,3.333984
719,77,Y,3284288,3.2842879999999997
25,5,N,3275936,3.275936
32,81,N,3271616,3.2716160000000003
49,496,Y,3269888,3.269888
96,874,Y,3247072,3.247072
65,81,N,3242112,3.2421119999999997
41,24,N,3238112,3.238112
85,68,N,3228160,3.22816
61,5,N,3225792,3.225792
81,751,Y,3181216,3.181216
582,60,Y,3171904,3.1719039999999996
81,753,Y,3170938,3.170938
458,44,Y,3167200,3.1672
5,71,N,3161986,3.1619859999999997
7,10,N,3111616,3.111616
31,84,N,3080192,3.080192
452,44,Y,3067232,3.0672319999999997
64,4,N,3057184,3.057184
11,9,N,3055264,3.0552639999999998
5,94,N,3053056,3.053056
183,10,Y,3036416,3.036416
76,709,Y,2967424,2.9674240000000003
64,56,N,2963040,2.9630400000000003
11,10,N,2954944,2.954944
86,49,N,2941120,2.9411199999999997
41,62,N,2924234,2.9242339999999998
65,87,N,2923936,2.923936
68,83,N,2920072,2.920072
26,32,N,2912896,2.912896
60,15,N,2903968,2.903968
68,646,Y,2892000,2.8920000000000003
143,5,Y,2842144,2.842144
74,84,N,2830432,2.830432
91,77,N,2822912,2.822912
722,77,Y,2807264,2.807264
20,260,Y,2799840,2.79984
291,23,Y,2783744,2.783744
77,25,N,2782336,2.782336
517,52,Y,2778336,2.778336
87,65,N,2769550,2.76955
61,68,N,2757504,2.757504
176,9,Y,2725504,2.725504
5,146,Y,2707840,2.70784
547,55,Y,2707104,2.707104
66,23,N,2679232,2.6792320000000003
244,18,Y,2663296,2.663296
95,37,N,2626800,2.6268
46,473,Y,2616896,2.616896
91,44,N,2609504,2.609504
62,76,N,2607504,2.607504
748,81,Y,2598624,2.598624
9,19,N,2565728,2.565728
54,44,N,2559008,2.559008
485,48,Y,2554208,2.554208
81,59,N,2542848,2.5428479999999998
81,750,Y,2524128,2.524128
87,799,Y,2513888,2.5138879999999997
9,11,N,2513376,2.513376
245,18,Y,2482400,2.4823999999999997
77,66,N,2465152,2.465152
68,34,N,2452608,2.4526079999999997
19,28,N,2437207,2.437207
1,87,N,2365888,2.365888
263,20,Y,2348800,2.3487999999999998
178,9,Y,2342528,2.342528
586,60,Y,2340608,2.340608
72,23,N,2337673,2.3376729999999997
495,49,Y,2298016,2.298016
55,91,N,2293472,2.293472
72,85,N,2288512,2.288512
87,79,N,2264128,2.264128
35,96,N,2253728,2.253728
9,177,Y,2217056,2.217056
519,52,Y,2203584,2.203584
83,98,N,2193092,2.193092
23,289,Y,2189664,2.189664
140,5,Y,2184128,2.1841280000000003
85,1,N,2157760,2.1577599999999997
76,31,N,2156896,2.156896
56,88,N,2153888,2.153888
262,20,Y,2151126,2.151126
48,31,N,2140672,2.140672
0,64,N,2127840,2.12784
22,29,N,2125952,2.125952
37,76,N,2122192,2.1221919999999996
49,492,Y,2117568,2.117568
644,68,Y,2114752,2.1147519999999997
32,76,N,2111648,2.111648
783,85,Y,2100032,2.100032
78,41,N,2095264,2.0952640000000002
23,70,N,2091296,2.0912960000000003
6,72,N,2087136,2.0871359999999997
21,36,N,2087136,2.0871359999999997
14,68,N,2074624,2.074624
591,61,Y,2049120,2.0491200000000003
85,15,N,2048096,2.048096
376,34,Y,2039200,2.0392
70,23,N,2038944,2.0389440000000003
12,68,N,2032672,2.032672
5,54,N,2028000,2.028
59,98,N,2023008,2.023008
62,34,N,2016384,2.016384
84,775,Y,2015936,2.015936
93,49,N,2006848,2.0068479999999997
10,181,Y,1999824,1.999824
55,43,N,1998016,1.998016
68,66,N,1983648,1.983648
46,0,N,1981472,1.9814720000000001
64,615,Y,1972128,1.972128
46,474,Y,1971104,1.971104
44,70,N,1970816,1.970816
76,714,Y,1949586,1.949586
44,457,Y,1948864,1.9488640000000002
61,91,N,1934912,1.9349120000000002
10,95,N,1932069,1.9320690000000003
90,60,N,1928608,1.928608
76,32,N,1922816,1.922816
78,48,N,1918592,1.9185919999999999
172,9,Y,1917600,1.9175999999999997
88,81,N,1916000,1.916
31,48,N,1912736,1.912736
52,53,N,1910528,1.9105279999999998
91,55,N,1901856,1.901856
5,61,N,1899456,1.899456
76,3,N,1896896,1.896896
52,94,N,1888000,1.8880000000000001
10,180,Y,1884672,1.8846720000000001
55,67,N,1883616,1.8836160000000002
55,543,Y,1881696,1.881696
50,45,N,1879040,1.8790399999999998
71,5,N,1876765,1.876765
22,282,Y,1873120,1.87312
22,281,Y,1862080,1.86208
84,778,Y,1861792,1.861792
23,38,N,1857760,1.8577599999999999
52,518,Y,1856736,1.8567360000000002
90,26,N,1848064,1.848064
46,468,Y,1840896,1.8408959999999999
68,645,Y,1836256,1.836256
12,18,N,1819648,1.8196480000000002
21,46,N,1816544,1.8165440000000002
776,84,Y,1816000,1.8159999999999998
56,64,N,1815616,1.8156160000000001
175,9,Y,1804128,1.804128
249,18,Y,1784000,1.7840000000000003
48,489,Y,1776928,1.7769279999999998
26,313,Y,1758848,1.758848
869,96,Y,1757024,1.7570240000000001
48,12,N,1749888,1.749888
2,37,N,1745056,1.745056
21,56,N,1743040,1.74304
3,90,N,1739392,1.739392
7,12,N,1739392,1.739392
7,21,N,1739392,1.739392
15,7,N,1739392,1.739392
19,39,N,1739392,1.739392
29,36,N,1739392,1.739392
42,78,N,1739392,1.739392
79,93,N,1739392,1.739392
86,13,N,1739392,1.739392
46,469,Y,1672288,1.672288
59,16,N,1670560,1.67056
311,26,Y,1625184,1.625184
85,72,N,1611648,1.611648
142,5,Y,1602336,1.602336
34,6,N,1574752,1.5747520000000002
7,45,N,1571456,1.571456
64,74,N,1571456,1.571456
86,81,N,1567072,1.567072
8,21,N,1565600,1.5655999999999999
796,87,Y,1519712,1.519712
15,85,N,1481440,1.48144
592,61,Y,1477056,1.477056
87,16,N,1475008,1.475008
435,41,Y,1456608,1.4566080000000001
711,76,Y,1443232,1.443232
875,96,Y,1433632,1.433632
541,55,Y,1362912,1.362912
280,22,Y,1350656,1.350656
84,14,N,1333440,1.33344
5,144,Y,1314784,1.314784
58,568,Y,1308992,1.308992
66,77,N,1308224,1.308224
58,571,Y,1303200,1.3032
615,64,Y,1300032,1.3000319999999999
56,45,N,1295360,1.2953599999999998
23,291,Y,1287648,1.287648
67,44,N,1270816,1.270816
9,172,Y,1269888,1.269888
55,54,N,1267584,1.267584
71,85,N,1258464,1.258464
6,29,N,1235520,1.23552
284,23,Y,1230880,1.23088
53,98,N,1219904,1.2199039999999999
647,68,Y,1216352,1.216352
45,465,Y,1212864,1.212864
52,516,Y,1192960,1.19296
5,95,N,1183968,1.183968
45,460,Y,1183200,1.1832
89,96,N,1163262,1.163262
721,77,Y,1158160,1.1581599999999999
314,26,Y,1156928,1.156928
282,22,Y,1153120,1.15312
594,61,Y,1141472,1.141472
28,0,N,1139968,1.139968
15,58,N,1139712,1.139712
61,54,N,1139552,1.139552
77,717,Y,1127616,1.127616
41,8,N,1116288,1.116288
717,77,Y,1111520,1.11152
34,24,N,1102368,1.102368
775,84,Y,1095552,1.095552
23,71,N,1094176,1.094176
85,93,N,1089856,1.089856
84,776,Y,1088192,1.088192
516,52,Y,1073152,1.0731519999999999
283,22,Y,1061952,1.061952
88,56,N,1057632,1.057632
49,2,N,1053120,1.0531199999999998
67,81,N,1051520,1.05152
41,11,N,1049856,1.0498560000000001
26,90,N,1049472,1.0494720000000002
67,22,N,1045376,1.0453759999999999
56,49,N,1043904,1.043904
34,377,Y,1029536,1.029536
10,11,N,1028992,1.028992
645,68,Y,1020256,1.0202559999999998
45,50,N,1014848,1.014848
778,84,Y,1013600,1.0135999999999998
34,62,N,1005984,1.005984
37,46,N,1005280,1.00528
67,4,N,987808,0.9878079999999999
810,88,Y,973664,0.973664
453,44,Y,961440,0.9614400000000001
34,375,Y,954784,0.954784
43,22,N,954112,0.9541120000000001
