0,16,32,8.170388746396996e-05
187,27,43,8.170388746396996e-05
188,27,44,8.170388746396996e-05
189,27,45,8.170388746396996e-05
190,27,46,8.170388746396996e-05
191,27,47,8.170388746396996e-05
192,28,32,8.170388746396996e-05
193,28,33,8.170388746396996e-05
194,28,34,8.170388746396996e-05
195,28,35,8.170388746396996e-05
196,28,36,8.170388746396996e-05
197,28,37,8.170388746396996e-05
198,28,38,8.170388746396996e-05
199,28,39,8.170388746396996e-05
200,28,40,8.170388746396996e-05
201,28,41,8.170388746396996e-05
202,28,42,8.170388746396996e-05
203,28,43,8.170388746396996e-05
204,28,44,8.170388746396996e-05
205,28,45,8.170388746396996e-05
206,28,46,8.170388746396996e-05
207,28,47,8.170388746396996e-05
208,29,32,8.170388746396996e-05
209,29,33,8.170388746396996e-05
210,29,34,8.170388746396996e-05
211,29,35,8.170388746396996e-05
212,29,36,8.170388746396996e-05
213,29,37,8.170388746396996e-05
214,29,38,8.170388746396996e-05
215,29,39,8.170388746396996e-05
216,29,40,8.170388746396996e-05
217,29,41,8.170388746396996e-05
218,29,42,8.170388746396996e-05
219,29,43,8.170388746396996e-05
220,29,44,8.170388746396996e-05
221,29,45,8.170388746396996e-05
222,29,46,8.170388746396996e-05
223,29,47,8.170388746396996e-05
224,30,32,8.170388746396996e-05
225,30,33,8.170388746396996e-05
226,30,34,8.170388746396996e-05
227,30,35,8.170388746396996e-05
228,30,36,8.170388746396996e-05
229,30,37,8.170388746396996e-05
230,30,38,8.170388746396996e-05
231,30,39,8.170388746396996e-05
232,30,40,8.170388746396996e-05
233,30,41,8.170388746396996e-05
234,30,42,8.170388746396996e-05
235,30,43,8.170388746396996e-05
236,30,44,8.170388746396996e-05
237,30,45,8.170388746396996e-05
238,30,46,8.170388746396996e-05
239,30,47,8.170388746396996e-05
240,31,32,8.170388746396996e-05
241,31,33,8.170388746396996e-05
242,31,34,8.170388746396996e-05
243,31,35,8.170388746396996e-05
244,31,36,8.170388746396996e-05
245,31,37,8.170388746396996e-05
246,31,38,8.170388746396996e-05
247,31,39,8.170388746396996e-05
248,31,40,8.170388746396996e-05
249,31,41,8.170388746396996e-05
250,31,42,8.170388746396996e-05
251,31,43,8.170388746396996e-05
252,31,44,8.170388746396996e-05
253,31,45,8.170388746396996e-05
254,31,46,8.170388746396996e-05
255,31,47,8.170388746396996e-05
256,16,48,3.1298885544910246e-05
257,16,49,3.1298885544910246e-05
258,16,50,3.1298885544910246e-05
259,16,51,3.1298885544910246e-05
260,16,52,3.1298885544910246e-05
261,16,53,3.1298885544910246e-05
262,16,54,3.1298885544910246e-05
263,16,55,3.1298885544910246e-05
264,16,56,3.1298885544910246e-05
265,16,57,3.1298885544910246e-05
266,16,58,3.1298885544910246e-05
267,16,59,3.1298885544910246e-05
268,16,60,3.1298885544910246e-05
269,16,61,3.1298885544910246e-05
270,16,62,3.1298885544910246e-05
271,16,63,3.1298885544910246e-05
272,17,48,3.1298885544910246e-05
273,17,49,3.1298885544910246e-05
274,17,50,3.1298885544910246e-05
275,17,51,3.1298885544910246e-05
276,17,52,3.1298885544910246e-05
277,17,53,3.1298885544910246e-05
278,17,54,3.1298885544910246e-05
279,17,55,3.1298885544910246e-05
280,17,56,3.1298885544910246e-05
281,17,57,3.1298885544910246e-05
282,17,58,3.1298885544910246e-05
283,17,59,3.1298885544910246e-05
284,17,60,3.1298885544910246e-05
285,17,61,3.1298885544910246e-05
286,17,62,3.1298885544910246e-05
287,17,63,3.1298885544910246e-05
288,18,48,3.1298885544910246e-05
289,18,49,3.1298885544910246e-05
290,18,50,3.1298885544910246e-05
291,18,51,3.1298885544910246e-05
292,18,52,3.1298885544910246e-05
293,18,53,3.1298885544910246e-05
294,18,54,3.1298885544910246e-05
295,18,55,3.1298885544910246e-05
296,18,56,3.1298885544910246e-05
297,18,57,3.1298885544910246e-05
298,18,58,3.1298885544910246e-05
299,18,59,3.1298885544910246e-05
300,18,60,3.1298885544910246e-05
301,18,61,3.1298885544910246e-05
302,18,62,3.1298885544910246e-05
303,18,63,3.1298885544910246e-05
304,19,48,3.1298885544910246e-05
305,19,49,3.1298885544910246e-05
306,19,50,3.1298885544910246e-05
307,19,51,3.1298885544910246e-05
308,19,52,3.1298885544910246e-05
309,19,53,3.1298885544910246e-05
310,19,54,3.1298885544910246e-05
311,19,55,3.1298885544910246e-05
312,19,56,3.1298885544910246e-05
313,19,57,3.1298885544910246e-05
314,19,58,3.1298885544910246e-05
315,19,59,3.1298885544910246e-05
316,19,60,3.1298885544910246e-05
317,19,61,3.1298885544910246e-05
318,19,62,3.1298885544910246e-05
319,19,63,3.1298885544910246e-05
320,20,48,3.1298885544910246e-05
321,20,49,3.1298885544910246e-05
322,20,50,3.1298885544910246e-05
323,20,51,3.1298885544910246e-05
324,20,52,3.1298885544910246e-05
325,20,53,3.1298885544910246e-05
326,20,54,3.1298885544910246e-05
327,20,55,3.1298885544910246e-05
328,20,56,3.1298885544910246e-05
329,20,57,3.1298885544910246e-05
330,20,58,3.1298885544910246e-05
331,20,59,3.1298885544910246e-05
332,20,60,3.1298885544910246e-05
333,20,61,3.1298885544910246e-05
334,20,62,3.1298885544910246e-05
335,20,63,3.1298885544910246e-05
336,21,48,3.1298885544910246e-05
337,21,49,3.1298885544910246e-05
338,21,50,3.1298885544910246e-05
339,21,51,3.1298885544910246e-05
340,21,52,3.1298885544910246e-05
341,21,53,3.1298885544910246e-05
342,21,54,3.1298885544910246e-05
343,21,55,3.1298885544910246e-05
344,21,56,3.1298885544910246e-05
345,21,57,3.1298885544910246e-05
346,21,58,3.1298885544910246e-05
347,21,59,3.1298885544910246e-05
348,21,60,3.1298885544910246e-05
349,21,61,3.1298885544910246e-05
350,21,62,3.1298885544910246e-05
351,21,63,3.1298885544910246e-05
352,22,48,3.1298885544910246e-05
353,22,49,3.1298885544910246e-05
354,22,50,3.1298885544910246e-05
355,22,51,3.1298885544910246e-05
356,22,52,3.1298885544910246e-05
357,22,53,3.1298885544910246e-05
358,22,54,3.1298885544910246e-05
359,22,55,3.1298885544910246e-05
360,22,56,3.1298885544910246e-05
361,22,57,3.1298885544910246e-05
362,22,58,3.1298885544910246e-05
363,22,59,3.1298885544910246e-05
364,22,60,3.1298885544910246e-05
365,22,61,3.1298885544910246e-05
366,22,62,3.1298885544910246e-05
367,22,63,3.1298885544910246e-05
368,23,48,3.1298885544910246e-05
369,23,49,3.1298885544910246e-05
370,23,50,3.1298885544910246e-05
371,23,51,3.1298885544910246e-05
372,23,52,3.1298885544910246e-05
373,23,53,3.1298885544910246e-05
374,23,54,3.1298885544910246e-05
375,23,55,3.1298885544910246e-05
376,23,56,3.1298885544910246e-05
377,23,57,3.1298885544910246e-05
378,23,58,3.1298885544910246e-05
379,23,59,3.1298885544910246e-05
380,23,60,3.1298885544910246e-05
381,23,61,3.1298885544910246e-05
382,23,62,3.1298885544910246e-05
383,23,63,3.1298885544910246e-05
384,24,48,3.1298885544910246e-05
385,24,49,3.1298885544910246e-05
386,24,50,3.1298885544910246e-05
387,24,51,3.1298885544910246e-05
388,24,52,3.1298885544910246e-05
389,24,53,3.1298885544910246e-05
390,24,54,3.1298885544910246e-05
391,24,55,3.1298885544910246e-05
392,24,56,3.1298885544910246e-05
393,24,57,3.1298885544910246e-05
394,24,58,3.1298885544910246e-05
395,24,59,3.1298885544910246e-05
396,24,60,3.1298885544910246e-05
397,24,61,3.1298885544910246e-05
398,24,62,3.1298885544910246e-05
399,24,63,3.1298885544910246e-05
400,25,48,3.1298885544910246e-05
401,25,49,3.1298885544910246e-05
402,25,50,3.1298885544910246e-05
403,25,51,3.1298885544910246e-05
404,25,52,3.1298885544910246e-05
405,25,53,3.1298885544910246e-05
406,25,54,3.1298885544910246e-05
407,25,55,3.1298885544910246e-05
408,25,56,3.1298885544910246e-05
409,25,57,3.1298885544910246e-05
410,25,58,3.1298885544910246e-05
411,25,59,3.1298885544910246e-05
412,25,60,3.1298885544910246e-05
413,25,61,3.1298885544910246e-05
414,25,62,3.1298885544910246e-05
415,25,63,3.1298885544910246e-05
416,26,48,3.1298885544910246e-05
417,26,49,3.1298885544910246e-05
418,26,50,3.1298885544910246e-05
419,26,51,3.1298885544910246e-05
420,26,52,3.1298885544910246e-05
421,26,53,3.1298885544910246e-05
422,26,54,3.1298885544910246e-05
423,26,55,3.1298885544910246e-05
424,26,56,3.1298885544910246e-05
425,26,57,3.1298885544910246e-05
426,26,58,3.1298885544910246e-05
427,26,59,3.1298885544910246e-05
428,26,60,3.1298885544910246e-05
429,26,61,3.1298885544910246e-05
430,26,62,3.1298885544910246e-05
431,26,63,3.1298885544910246e-05
432,27,48,3.1298885544910246e-05
433,27,49,3.1298885544910246e-05
434,27,50,3.1298885544910246e-05
435,27,51,3.1298885544910246e-05
436,27,52,3.1298885544910246e-05
437,27,53,3.1298885544910246e-05
438,27,54,3.1298885544910246e-05
439,27,55,3.1298885544910246e-05
440,27,56,3.1298885544910246e-05
441,27,57,3.1298885544910246e-05
442,27,58,3.1298885544910246e-05
443,27,59,3.1298885544910246e-05
444,27,60,3.1298885544910246e-05
445,27,61,3.1298885544910246e-05
446,27,62,3.1298885544910246e-05
447,27,63,3.1298885544910246e-05
448,28,48,3.1298885544910246e-05
449,28,49,3.1298885544910246e-05
450,28,50,3.1298885544910246e-05
451,28,51,3.1298885544910246e-05
452,28,52,3.1298885544910246e-05
453,28,53,3.1298885544910246e-05
454,28,54,3.1298885544910246e-05
455,28,55,3.1298885544910246e-05
456,28,56,3.1298885544910246e-05
457,28,57,3.1298885544910246e-05
458,28,58,3.1298885544910246e-05
459,28,59,3.1298885544910246e-05
460,28,60,3.1298885544910246e-05
461,28,61,3.1298885544910246e-05
462,28,62,3.1298885544910246e-05
463,28,63,3.1298885544910246e-05
464,29,48,3.1298885544910246e-05
465,29,49,3.1298885544910246e-05
466,29,50,3.1298885544910246e-05
467,29,51,3.1298885544910246e-05
468,29,52,3.1298885544910246e-05
469,29,53,3.1298885544910246e-05
470,29,54,3.1298885544910246e-05
471,29,55,3.1298885544910246e-05
472,29,56,3.1298885544910246e-05
473,29,57,3.1298885544910246e-05
474,29,58,3.1298885544910246e-05
475,29,59,3.1298885544910246e-05
476,29,60,3.1298885544910246e-05
477,29,61,3.1298885544910246e-05
478,29,62,3.1298885544910246e-05
479,29,63,3.1298885544910246e-05
480,30,48,3.1298885544910246e-05
481,30,49,3.1298885544910246e-05
482,30,50,3.1298885544910246e-05
483,30,51,3.1298885544910246e-05
484,30,52,3.1298885544910246e-05
485,30,53,3.1298885544910246e-05
486,30,54,3.1298885544910246e-05
487,30,55,3.1298885544910246e-05
488,30,56,3.1298885544910246e-05
489,30,57,3.1298885544910246e-05
490,30,58,3.1298885544910246e-05
491,30,59,3.1298885544910246e-05
492,30,60,3.1298885544910246e-05
493,30,61,3.1298885544910246e-05
494,30,62,3.1298885544910246e-05
495,30,63,3.1298885544910246e-05
496,31,48,3.1298885544910246e-05
497,31,49,3.1298885544910246e-05
498,31,50,3.1298885544910246e-05
499,31,51,3.1298885544910246e-05
500,31,52,3.1298885544910246e-05
501,31,53,3.1298885544910246e-05
502,31,54,3.1298885544910246e-05
503,31,55,3.1298885544910246e-05
504,31,56,3.1298885544910246e-05
505,31,57,3.1298885544910246e-05
506,31,58,3.1298885544910246e-05
507,31,59,3.1298885544910246e-05
508,31,60,3.1298885544910246e-05
509,31,61,3.1298885544910246e-05
510,31,62,3.1298885544910246e-05
511,31,63,3.1298885544910246e-05
512,16,64,2.1678924447778247e-05
513,16,65,2.1678924447778247e-05
514,16,66,2.1678924447778247e-05
515,16,67,2.1678924447778247e-05
516,16,68,2.1678924447778247e-05
517,16,69,2.1678924447778247e-05
518,16,70,2.1678924447778247e-05
519,16,71,2.1678924447778247e-05
520,16,72,2.1678924447778247e-05
521,16,73,2.1678924447778247e-05
522,16,74,2.1678924447778247e-05
523,16,75,2.1678924447778247e-05
524,16,76,2.1678924447778247e-05
525,16,77,2.1678924447778247e-05
526,16,78,2.1678924447778247e-05
527,16,79,2.1678924447778247e-05
528,17,64,2.1678924447778247e-05
529,17,65,2.1678924447778247e-05
530,17,66,2.1678924447778247e-05
531,17,67,2.1678924447778247e-05
532,17,68,2.1678924447778247e-05
533,17,69,2.1678924447778247e-05
534,17,70,2.1678924447778247e-05
535,17,71,2.1678924447778247e-05
536,17,72,2.1678924447778247e-05
537,17,73,2.1678924447778247e-05
538,17,74,2.1678924447778247e-05
539,17,75,2.1678924447778247e-05
540,17,76,2.1678924447778247e-05
541,17,77,2.1678924447778247e-05
542,17,78,2.1678924447778247e-05
543,17,79,2.1678924447778247e-05
544,18,64,2.1678924447778247e-05
545,18,65,2.1678924447778247e-05
546,18,66,2.1678924447778247e-05
547,18,67,2.1678924447778247e-05
548,18,68,2.1678924447778247e-05
549,18,69,2.1678924447778247e-05
550,18,70,2.1678924447778247e-05
551,18,71,2.1678924447778247e-05
552,18,72,2.1678924447778247e-05
553,18,73,2.1678924447778247e-05
554,18,74,2.1678924447778247e-05
555,18,75,2.1678924447778247e-05
556,18,76,2.1678924447778247e-05
557,18,77,2.1678924447778247e-05
558,18,78,2.1678924447778247e-05
559,18,79,2.1678924447778247e-05
560,19,64,2.1678924447778247e-05
561,19,65,2.1678924447778247e-05
562,19,66,2.1678924447778247e-05
563,19,67,2.1678924447778247e-05
564,19,68,2.1678924447778247e-05
565,19,69,2.1678924447778247e-05
566,19,70,2.1678924447778247e-05
567,19,71,2.1678924447778247e-05
568,19,72,2.1678924447778247e-05
569,19,73,2.1678924447778247e-05
570,19,74,2.1678924447778247e-05
571,19,75,2.1678924447778247e-05
572,19,76,2.1678924447778247e-05
573,19,77,2.1678924447778247e-05
574,19,78,2.1678924447778247e-05
575,19,79,2.1678924447778247e-05
576,20,64,2.1678924447778247e-05
577,20,65,2.1678924447778247e-05
578,20,66,2.1678924447778247e-05
579,20,67,2.1678924447778247e-05
580,20,68,2.1678924447778247e-05
581,20,69,2.1678924447778247e-05
582,20,70,2.1678924447778247e-05
583,20,71,2.1678924447778247e-05
584,20,72,2.1678924447778247e-05
585,20,73,2.1678924447778247e-05
586,20,74,2.1678924447778247e-05
587,20,75,2.1678924447778247e-05
588,20,76,2.1678924447778247e-05
589,20,77,2.1678924447778247e-05
590,20,78,2.1678924447778247e-05
591,20,79,2.1678924447778247e-05
592,21,64,2.1678924447778247e-05
593,21,65,2.1678924447778247e-05
594,21,66,2.1678924447778247e-05
595,21,67,2.1678924447778247e-05
596,21,68,2.1678924447778247e-05
597,21,69,2.1678924447778247e-05
598,21,70,2.1678924447778247e-05
599,21,71,2.1678924447778247e-05
600,21,72,2.1678924447778247e-05
601,21,73,2.1678924447778247e-05
602,21,74,2.1678924447778247e-05
603,21,75,2.1678924447778247e-05
604,21,76,2.1678924447778247e-05
605,21,77,2.1678924447778247e-05
606,21,78,2.1678924447778247e-05
607,21,79,2.1678924447778247e-05
608,22,64,2.1678924447778247e-05
609,22,65,2.1678924447778247e-05
610,22,66,2.1678924447778247e-05
611,22,67,2.1678924447778247e-05
612,22,68,2.1678924447778247e-05
613,22,69,2.1678924447778247e-05
614,22,70,2.1678924447778247e-05
615,22,71,2.1678924447778247e-05
616,22,72,2.1678924447778247e-05
617,22,73,2.1678924447778247e-05
618,22,74,2.1678924447778247e-05
619,22,75,2.1678924447778247e-05
620,22,76,2.1678924447778247e-05
621,22,77,2.1678924447778247e-05
622,22,78,2.1678924447778247e-05
623,22,79,2.1678924447778247e-05
624,23,64,2.1678924447778247e-05
625,23,65,2.1678924447778247e-05
626,23,66,2.1678924447778247e-05
627,23,67,2.1678924447778247e-05
628,23,68,2.1678924447778247e-05
629,23,69,2.1678924447778247e-05
630,23,70,2.1678924447778247e-05
631,23,71,2.1678924447778247e-05
632,23,72,2.1678924447778247e-05
633,23,73,2.1678924447778247e-05
634,23,74,2.1678924447778247e-05
635,23,75,2.1678924447778247e-05
636,23,76,2.1678924447778247e-05
637,23,77,2.1678924447778247e-05
638,23,78,2.1678924447778247e-05
639,23,79,2.1678924447778247e-05
640,24,64,2.1678924447778247e-05
641,24,65,2.1678924447778247e-05
642,24,66,2.1678924447778247e-05
643,24,67,2.1678924447778247e-05
644,24,68,2.1678924447778247e-05
645,24,69,2.1678924447778247e-05
646,24,70,2.1678924447778247e-05
647,24,71,2.1678924447778247e-05
648,24,72,2.1678924447778247e-05
649,24,73,2.1678924447778247e-05
650,24,74,2.1678924447778247e-05
651,24,75,2.1678924447778247e-05
652,24,76,2.1678924447778247e-05
653,24,77,2.1678924447778247e-05
654,24,78,2.1678924447778247e-05
655,24,79,2.1678924447778247e-05
656,25,64,2.1678924447778247e-05
657,25,65,2.1678924447778247e-05
658,25,66,2.1678924447778247e-05
659,25,67,2.1678924447778247e-05
660,25,68,2.1678924447778247e-05
661,25,69,2.1678924447778247e-05
662,25,70,2.1678924447778247e-05
663,25,71,2.1678924447778247e-05
664,25,72,2.1678924447778247e-05
665,25,73,2.1678924447778247e-05
666,25,74,2.1678924447778247e-05
667,25,75,2.1678924447778247e-05
668,25,76,2.1678924447778247e-05
669,25,77,2.1678924447778247e-05
670,25,78,2.1678924447778247e-05
671,25,79,2.1678924447778247e-05
672,26,64,2.1678924447778247e-05
673,26,65,2.1678924447778247e-05
674,26,66,2.1678924447778247e-05
675,26,67,2.1678924447778247e-05
676,26,68,2.1678924447778247e-05
677,26,69,2.1678924447778247e-05
678,26,70,2.1678924447778247e-05
679,26,71,2.1678924447778247e-05
680,26,72,2.1678924447778247e-05
681,26,73,2.1678924447778247e-05
682,26,74,2.1678924447778247e-05
683,26,75,2.1678924447778247e-05
684,26,76,2.1678924447778247e-05
685,26,77,2.1678924447778247e-05
686,26,78,2.1678924447778247e-05
687,26,79,2.1678924447778247e-05
688,27,64,2.1678924447778247e-05
689,27,65,2.1678924447778247e-05
690,27,66,2.1678924447778247e-05
691,27,67,2.1678924447778247e-05
692,27,68,2.1678924447778247e-05
693,27,69,2.1678924447778247e-05
694,27,70,2.1678924447778247e-05
695,27,71,2.1678924447778247e-05
696,27,72,2.1678924447778247e-05
697,27,73,2.1678924447778247e-05
698,27,74,2.1678924447778247e-05
699,27,75,2.1678924447778247e-05
700,27,76,2.1678924447778247e-05
701,27,77,2.1678924447778247e-05
702,27,78,2.1678924447778247e-05
703,27,79,2.1678924447778247e-05
704,28,64,2.1678924447778247e-05
705,28,65,2.1678924447778247e-05
706,28,66,2.1678924447778247e-05
707,28,67,2.1678924447778247e-05
708,28,68,2.1678924447778247e-05
709,28,69,2.1678924447778247e-05
710,28,70,2.1678924447778247e-05
711,28,71,2.1678924447778247e-05
712,28,72,2.1678924447778247e-05
713,28,73,2.1678924447778247e-05
714,28,74,2.1678924447778247e-05
715,28,75,2.1678924447778247e-05
716,28,76,2.1678924447778247e-05
717,28,77,2.1678924447778247e-05
718,28,78,2.1678924447778247e-05
719,28,79,2.1678924447778247e-05
720,29,64,2.1678924447778247e-05
721,29,65,2.1678924447778247e-05
722,29,66,2.1678924447778247e-05
723,29,67,2.1678924447778247e-05
724,29,68,2.1678924447778247e-05
725,29,69,2.1678924447778247e-05
726,29,70,2.1678924447778247e-05
727,29,71,2.1678924447778247e-05
728,29,72,2.1678924447778247e-05
729,29,73,2.1678924447778247e-05
730,29,74,2.1678924447778247e-05
731,29,75,2.1678924447778247e-05
732,29,76,2.1678924447778247e-05
733,29,77,2.1678924447778247e-05
734,29,78,2.1678924447778247e-05
735,29,79,2.1678924447778247e-05
736,30,64,2.1678924447778247e-05
737,30,65,2.1678924447778247e-05
738,30,66,2.1678924447778247e-05
739,30,67,2.1678924447778247e-05
740,30,68,2.1678924447778247e-05
741,30,69,2.1678924447778247e-05
742,30,70,2.1678924447778247e-05
743,30,71,2.1678924447778247e-05
744,30,72,2.1678924447778247e-05
745,30,73,2.1678924447778247e-05
746,30,74,2.1678924447778247e-05
747,30,75,2.1678924447778247e-05
748,30,76,2.1678924447778247e-05
749,30,77,2.1678924447778247e-05
750,30,78,2.1678924447778247e-05
751,30,79,2.1678924447778247e-05
752,31,64,2.1678924447778247e-05
753,31,65,2.1678924447778247e-05
754,31,66,2.1678924447778247e-05
755,31,67,2.1678924447778247e-05
756,31,68,2.1678924447778247e-05
757,31,69,2.1678924447778247e-05
758,31,70,2.1678924447778247e-05
759,31,71,2.1678924447778247e-05
760,31,72,2.1678924447778247e-05
761,31,73,2.1678924447778247e-05
762,31,74,2.1678924447778247e-05
763,31,75,2.1678924447778247e-05
764,31,76,2.1678924447778247e-05
765,31,77,2.1678924447778247e-05
766,31,78,2.1678924447778247e-05
767,31,79,2.1678924447778247e-05
768,16,80,2.5070092764789735e-05
769,16,81,2.5070092764789735e-05
770,16,82,2.5070092764789735e-05
771,16,83,2.5070092764789735e-05
772,16,84,2.5070092764789735e-05
773,16,85,2.5070092764789735e-05
774,16,86,2.5070092764789735e-05
775,16,87,2.5070092764789735e-05
776,16,88,2.5070092764789735e-05
777,16,89,2.5070092764789735e-05
778,16,90,2.5070092764789735e-05
779,16,91,2.5070092764789735e-05
780,16,92,2.5070092764789735e-05
781,16,93,2.5070092764789735e-05
782,16,94,2.5070092764789735e-05
783,16,95,2.5070092764789735e-05
784,17,80,2.5070092764789735e-05
785,17,81,2.5070092764789735e-05
786,17,82,2.5070092764789735e-05
787,17,83,2.5070092764789735e-05
788,17,84,2.5070092764789735e-05
789,17,85,2.5070092764789735e-05
790,17,86,2.5070092764789735e-05
